codigo_postal,localidad,partido,provincia
8158,APARICIO,Cnel. Dorrego,Buenos Aires
8154,CALVO,Cnel. Dorrego,Buenos Aires
8150,CAMPO LA LIMA,Cnel. Dorrego,Buenos Aires
8150,CORONEL DORREGO,Cnel. Dorrego,Buenos Aires
8150,EL ZORRO,Cnel. Dorrego,Buenos Aires
8150,FARO,Cnel. Dorrego,Buenos Aires
8150,FARO RECALADA,Cnel. Dorrego,Buenos Aires
8151,GIL,Cnel. Dorrego,Buenos Aires
7507,IRENE,Cnel. Dorrego,Buenos Aires
8156,JOSE A. GUISASOLA,Cnel. Dorrego,Buenos Aires
8151,KILOMETRO 563,Cnel. Dorrego,Buenos Aires
8151,LA AURORA (NICOLAS DESCALZI-PDO. CNEL. DORREGO),Cnel. Dorrego,Buenos Aires
8150,LA LUNA,Cnel. Dorrego,Buenos Aires
8150,LA SIRENA,Cnel. Dorrego,Buenos Aires
8154,LA SOBERANA,Cnel. Dorrego,Buenos Aires
8151,NICOLAS DESCALZI,Cnel. Dorrego,Buenos Aires
7509,ORIENTE,Cnel. Dorrego,Buenos Aires
8158,PARAJE LA AURORA,Cnel. Dorrego,Buenos Aires
8154,SAN ROMAN,Cnel. Dorrego,Buenos Aires
8151,ZUBIAURRE,Cnel. Dorrego,Buenos Aires
7530,CORONEL PRINGLES,Cnel. Pringles,Buenos Aires
7531,DESPEÑADEROS,Cnel. Pringles,Buenos Aires
7531,EL DIVISORIO,Cnel. Pringles,Buenos Aires
7531,EL PENSAMIENTO,Cnel. Pringles,Buenos Aires
7536,ESTACION CORONEL PRINGLES,Cnel. Pringles,Buenos Aires
7501,INDIO RICO,Cnel. Pringles,Buenos Aires
7530,KRABBE,Cnel. Pringles,Buenos Aires
7536,LA RESERVA,Cnel. Pringles,Buenos Aires
7531,LARTIGAU,Cnel. Pringles,Buenos Aires
7530,LAS MOSTAZAS,Cnel. Pringles,Buenos Aires
7530,PERALTA,Cnel. Pringles,Buenos Aires
7530,PILLAHUINCO,Cnel. Pringles,Buenos Aires
7535,PONTAUT,Cnel. Pringles,Buenos Aires
7533,QUIÑIHUAL,Cnel. Pringles,Buenos Aires
7530,RAULET,Cnel. Pringles,Buenos Aires
7536,RESERVA,Cnel. Pringles,Buenos Aires
7536,STEGMAN,Cnel. Pringles,Buenos Aires
7530,TEJO (GALERA),Cnel. Pringles,Buenos Aires
7530,ZOILO PERALTA,Cnel. Pringles,Buenos Aires
7540,BATHURST,Cnel. Suarez,Buenos Aires
7547,CASCADA,Cnel. Suarez,Buenos Aires
"7541,COLONIA N"" 1 (CORONEL SUAREZ),Cnel. Suarez,Buenos Aires"
"7541,COLONIA N"" 3 (CORONEL SUAREZ),Cnel. Suarez,Buenos Aires"
7540,CORONEL SUAREZ,Cnel. Suarez,Buenos Aires
7548,CURA MALAL,Cnel. Suarez,Buenos Aires
7548,CURUMALAN,Cnel. Suarez,Buenos Aires
7541,D ORBIGNY,Cnel. Suarez,Buenos Aires
7545,HUANGUELEN,Cnel. Suarez,Buenos Aires
7545,LA COPETA,Cnel. Suarez,Buenos Aires
7545,LA NEVADA,Cnel. Suarez,Buenos Aires
7543,LA PRIMAVERA (PDO. CNEL. SUAREZ),Cnel. Suarez,Buenos Aires
7545,LOUGE,Cnel. Suarez,Buenos Aires
7545,OMBU,Cnel. Suarez,Buenos Aires
7545,OTOÑO (ESTACION FCGR),Cnel. Suarez,Buenos Aires
7547,PASMAN,Cnel. Suarez,Buenos Aires
7540,PIÑEYRO (PDO. CNEL. SUAREZ),Cnel. Suarez,Buenos Aires
7541,PUEBLO SAN JOSE,Cnel. Suarez,Buenos Aires
7541,PUEBLO SANTA MARIA,Cnel. Suarez,Buenos Aires
7541,PUEBLO SANTA TRINIDAD,Cnel. Suarez,Buenos Aires
7541,SAN JOSE (PUEBLO SAN JOSE-PDO. CORONEL SUAREZ),Cnel. Suarez,Buenos Aires
7540,SAUCE CORTO,Cnel. Suarez,Buenos Aires
7540,VILLA BELGRANO (CNEL. SUAREZ-PDO. CNEL. SUAREZ),Cnel. Suarez,Buenos Aires
7545,ZENTENA,Cnel. Suarez,Buenos Aires
1825,A. A. FERNANDEZ,Lanus,Buenos Aires
1822,BARRIO MARIANO MORENO (VALENTIN ALSINAPDO. LANUS),Lanus,Buenos Aires
1825,BARRIO VEINTISEIS DE ABRIL,Lanus,Buenos Aires
1826,BARRIO VILLA GENERAL BALCARCE,Lanus,Buenos Aires
1825,BARRIO VILLA OFELIA,Lanus,Buenos Aires
1822,CARAZA,Lanus,Buenos Aires
1824,GERLI (PARTIDO LANUS),Lanus,Buenos Aires
1824,LANUS,Lanus,Buenos Aires
1826,LAS COLONIAS,Lanus,Buenos Aires
1825,MONTE CHINGOLO,Lanus,Buenos Aires
1826,REMEDIOS DE ESCALADA,Lanus,Buenos Aires
1822,VALENTIN ALSINA,Lanus,Buenos Aires
1826,VILLA CABRAL,Lanus,Buenos Aires
1822,VILLA CARAZA,Lanus,Buenos Aires
1826,VILLA EDEN ARGENTINO,Lanus,Buenos Aires
1822,VILLA ILASA,Lanus,Buenos Aires
1824,VILLA INDUSTRIALES,Lanus,Buenos Aires
1822,VILLA JARDIN,Lanus,Buenos Aires
1826,VILLA POMPEO,Lanus,Buenos Aires
6616,CASTILLA,Chacabuco,Buenos Aires
6740,CHACABUCO,Chacabuco,Buenos Aires
6743,COLIQUEO,Chacabuco,Buenos Aires
6746,CUCHA CUCHA,Chacabuco,Buenos Aires
6743,INGENIERO SILVEYRA,Chacabuco,Buenos Aires
6616,LA CALIFORNIA ARGENTINA,Chacabuco,Buenos Aires
6748,MEMBRILLAR,Chacabuco,Buenos Aires
6748,O HIGGINS,Chacabuco,Buenos Aires
6734,RAWSON,Chacabuco,Buenos Aires
6734,SAN PATRICIO,Chacabuco,Buenos Aires
6740,VILLAFAÑE,Chacabuco,Buenos Aires
7136,ADELA,Chascomus,Buenos Aires
7130,BARRIO EL HUECO,Chascomus,Buenos Aires
7130,CAMINERA SAMBOROMBON,Chascomus,Buenos Aires
7130,CHASCOMUS,Chascomus,Buenos Aires
7136,COLONIA ESCUELA ARGENTINA,Chascomus,Buenos Aires
7135,COMANDANTE GIRIBONE,Chascomus,Buenos Aires
"7136,CUARTEL 6"",Chascomus,Buenos Aires"
7135,CUARTEL 8,Chascomus,Buenos Aires
7135,DON CIPRIANO,Chascomus,Buenos Aires
7135,EL CARBON,Chascomus,Buenos Aires
7116,EL DESTINO,Chascomus,Buenos Aires
7130,EL EUCALIPTUS,Chascomus,Buenos Aires
7130,EL RINCON (CHASCOMUS-PDO. CHASCOMUS),Chascomus,Buenos Aires
7130,ESTANCIA SAN RAFAEL,Chascomus,Buenos Aires
7136,GANDARA,Chascomus,Buenos Aires
7136,HARAS SAN IGNACIO,Chascomus,Buenos Aires
7135,KILOMETRO 158 (APEADERO FCGR),Chascomus,Buenos Aires
7130,LA ALAMEDA,Chascomus,Buenos Aires
7130,LA AMALIA,Chascomus,Buenos Aires
7130,LA AMISTAD,Chascomus,Buenos Aires
7130,LA AZOTEA GRANDE,Chascomus,Buenos Aires
7130,LA HORQUETA (PDO. CHASCOMUS),Chascomus,Buenos Aires
7130,LA LIMPIA (CHASCOMUS-PDO. CHACOMUS),Chascomus,Buenos Aires
7130,LA REFORMA CHASCOMUS,Chascomus,Buenos Aires
7130,LAS BRUSCAS,Chascomus,Buenos Aires
7130,LAS MULAS,Chascomus,Buenos Aires
7130,LEGARISTI,Chascomus,Buenos Aires
7135,LIBRES DEL SUD,Chascomus,Buenos Aires
7135,PEDRO NICOLAS ESCRIBANO,Chascomus,Buenos Aires
7135,VERGARA,Chascomus,Buenos Aires
7130,VISTA ALEGRE,Chascomus,Buenos Aires
7130,VITEL,Chascomus,Buenos Aires
6620,BARRIO FLORENCIO VARELA,Chivilcoy,Buenos Aires
6632,BENITEZ,Chivilcoy,Buenos Aires
6625,CAÑADA LA RICA,Chivilcoy,Buenos Aires
6620,CHIVILCOY,Chivilcoy,Buenos Aires
6632,GOROSTIAGA,Chivilcoy,Buenos Aires
6620,HENRY BELL,Chivilcoy,Buenos Aires
6623,INDACOCHEA,Chivilcoy,Buenos Aires
6623,JUAN JOSE ALMEYRA,Chivilcoy,Buenos Aires
6623,LA RICA,Chivilcoy,Buenos Aires
6620,PUENTE BATALLA,Chivilcoy,Buenos Aires
6623,SAN SEBASTIAN,Chivilcoy,Buenos Aires
6625,VILLA MOQUEHUA,Chivilcoy,Buenos Aires
7100,BARRIO ESTACION DOLORES,Dolores,Buenos Aires
7100,DOLORES,Dolores,Buenos Aires
7100,EL SESENTA,Dolores,Buenos Aires
7100,ESQUINA CROTTO,Dolores,Buenos Aires
7100,LA ESTRELLA (DOLORES-PDO. DOLORES),Dolores,Buenos Aires
7100,LOMA DE SALOMON,Dolores,Buenos Aires
7100,PARRAVICINI,Dolores,Buenos Aires
7101,SEVIGNE,Dolores,Buenos Aires
1776,9 DE ABRIL,E. Echeverria,Buenos Aires
1842,BARRIO GRANDE,E. Echeverria,Buenos Aires
1842,BARRIO LA MORITA,E. Echeverria,Buenos Aires
1842,BARRIO LANDA,E. Echeverria,Buenos Aires
1838,BARRIO LAS MORERAS,E. Echeverria,Buenos Aires
1838,BARRIO LINDO,E. Echeverria,Buenos Aires
1838,BARRIO LOS EUCALIPTUS (LUIS GUILLON-PDO. E. ECHEVERRIA),E. Echeverria,Buenos Aires
1842,BARRIO MARTINEZ MORENO,E. Echeverria,Buenos Aires
1842,BARRIO MONTE CHICO,E. Echeverria,Buenos Aires
1842,BARRIO MONTECARLO,E. Echeverria,Buenos Aires
1842,BARRIO NUESTRAS MALVINAS,E. Echeverria,Buenos Aires
1776,BARRIO SAN SEBASTIAN,E. Echeverria,Buenos Aires
1842,BARRIO SANTA ISABEL (MONTE GRANDE-PDO. ESTEBAN ECHEVERRIA),E. Echeverria,Buenos Aires
1842,BARRIO SIGLO XX,E. Echeverria,Buenos Aires
1842,BARRIO VILLA MARIA,E. Echeverria,Buenos Aires
1838,LUIS GUILLON,E. Echeverria,Buenos Aires
1842,MONTE GRANDE,E. Echeverria,Buenos Aires
1838,VILLA PARISH ROBERTSON,E. Echeverria,Buenos Aires
1776,VILLA TRANSRADIO,E. Echeverria,Buenos Aires
2812,ARROYO DE LA CRUZ,Ex.de la Cruz,Buenos Aires
2764,CAMPO LA NENA,Ex.de la Cruz,Buenos Aires
2812,CAPILLA DEL SEÑOR,Ex.de la Cruz,Buenos Aires
2812,CARLOS LEMEE,Ex.de la Cruz,Buenos Aires
2764,CHENAUT,Ex.de la Cruz,Buenos Aires
2812,DIEGO GAYNOR,Ex.de la Cruz,Buenos Aires
6703,ETCHEGOYEN,Ex.de la Cruz,Buenos Aires
2812,EXALTACION DE LA CRUZ,Ex.de la Cruz,Buenos Aires
2764,GOBERNADOR ANDONAEGUI,Ex.de la Cruz,Buenos Aires
2812,LA LATA (APEADERO FCGU),Ex.de la Cruz,Buenos Aires
2812,LA ROSADA,Ex.de la Cruz,Buenos Aires
2814,LOS CARDALES,Ex.de la Cruz,Buenos Aires
2812,ORLANDO (APEADERO FCGU),Ex.de la Cruz,Buenos Aires
6703,PARADA ROBLES,Ex.de la Cruz,Buenos Aires
2812,PAVON,Ex.de la Cruz,Buenos Aires
6703,VILLA PRECEPTOR MANUEL CRUZ,Ex.de la Cruz,Buenos Aires
1888,BARRIO 9 DE JULIO (FLORENCIO VARELA-PDO. FLORENCIO VARELA),Fcio. Varela,Buenos Aires
1888,BARRIO CINCO ESQUINAS,Fcio. Varela,Buenos Aires
1888,BARRIO CORTEZ,Fcio. Varela,Buenos Aires
1889,BARRIO EL 36,Fcio. Varela,Buenos Aires
1891,BARRIO EL PARQUE,Fcio. Varela,Buenos Aires
1888,BARRIO GENERAL BELGRANO (FLORENCIO VARELA-PDO. F. VARELA),Fcio. Varela,Buenos Aires
1891,BARRIO LA CAROLINA,Fcio. Varela,Buenos Aires
1888,BARRIO LA ESMERALDA,Fcio. Varela,Buenos Aires
1888,BARRIO LA SIRENA,Fcio. Varela,Buenos Aires
1889,BARRIO LAS MARGARITAS (EL ROCIO-PDO. FLORENCIO VARELA),Fcio. Varela,Buenos Aires
1888,BARRIO MONTE CUDINE,Fcio. Varela,Buenos Aires
1888,BARRIO MONTEVERDE,Fcio. Varela,Buenos Aires
1888,BARRIO NOBILE,Fcio. Varela,Buenos Aires
1888,BARRIO PALERMO CHICO,Fcio. Varela,Buenos Aires
1888,BARRIO RESIDENCIAL SAN EMILIO,Fcio. Varela,Buenos Aires
1889,BARRIO RICARDO ROJAS (EL ROCIO-PDO. FLORENCIO VARELA),Fcio. Varela,Buenos Aires
1888,BARRIO SAN EDUARDO,Fcio. Varela,Buenos Aires
1888,BARRIO SAN JORGE (FLORENCIO VARELA-PDO. FLORENCIO VARELA),Fcio. Varela,Buenos Aires
1888,BARRIO SAN NICOLAS,Fcio. Varela,Buenos Aires
1888,BARRIO SANTO TOMAS,Fcio. Varela,Buenos Aires
1888,BARRIO TECHO ROJO,Fcio. Varela,Buenos Aires
1888,BARRIO VILLA ANGELICA,Fcio. Varela,Buenos Aires
1889,BOSQUES,Fcio. Varela,Buenos Aires
1888,CAMINO CALCHAQUI (KM. 23 AL 24,500),Fcio. Varela,Buenos Aires
1888,CAMINO GRAL. BELGRANO (KM. 17,500 AL 19),Fcio. Varela,Buenos Aires
1888,CAMINO GRAL. BELGRANO (KM. 19,100 AL 21,400 IGUAL A 24,600 AL 26,900),Fcio. Varela,Buenos Aires
1888,CAMINO GRAL. BELGRANO (KM. 19,100 AL 21,400 Y KM. 24,600 AL 26,900),Fcio. Varela,Buenos Aires
1888,CAPILLA DE LOS INGLESES,Fcio. Varela,Buenos Aires
1888,COLONIA LA CAPILLA,Fcio. Varela,Buenos Aires
1888,EL OMBU,Fcio. Varela,Buenos Aires
1889,EL ROCIO,Fcio. Varela,Buenos Aires
1888,EL TROPEZON,Fcio. Varela,Buenos Aires
1888,FLORENCIO VARELA,Fcio. Varela,Buenos Aires
1888,GOBERNADOR MONTEVERDE,Fcio. Varela,Buenos Aires
1891,INGENIERO ALLAN,Fcio. Varela,Buenos Aires
1889,KILOMETRO 36 (EMBARCADERO FCGB) (EL ROCIO-PDO. FLORENCIO VARELA),Fcio. Varela,Buenos Aires
1888,KILOMETRO 40 (APEADERO FCGB) (FLORENCIO VARELA-PDO. FLORENCIO VARELA),Fcio. Varela,Buenos Aires
1888,LA FABRICA,Fcio. Varela,Buenos Aires
1888,RUTA 2 KILOMETRO 24,600 AL 28,Fcio. Varela,Buenos Aires
1889,RUTA 2 KILOMETRO 28,100 AL 30,900,Fcio. Varela,Buenos Aires
1889,RUTA 2 KILOMETRO 31 AL 31,900,Fcio. Varela,Buenos Aires
1888,VILLA ARGENTINA (FLORENCIO VARELA-PDO. FLORENCIO VARELA),Fcio. Varela,Buenos Aires
1888,VILLA AURORA,Fcio. Varela,Buenos Aires
1888,VILLA BROWN,Fcio. Varela,Buenos Aires
1888,VILLA DEL PLATA,Fcio. Varela,Buenos Aires
1888,VILLA ESTANISLAO S. ZEBALLOS,Fcio. Varela,Buenos Aires
1888,VILLA GRAL. SAN MARTIN (FLORENCIO VARELA-PDO. F. VARELA),Fcio. Varela,Buenos Aires
1889,VILLA HUDSON,Fcio. Varela,Buenos Aires
1888,VILLA LA DELICIA,Fcio. Varela,Buenos Aires
1888,VILLA LOPEZ ROMERO,Fcio. Varela,Buenos Aires
1888,VILLA MARTIN FIERRO,Fcio. Varela,Buenos Aires
1888,VILLA SAN CARLOS,Fcio. Varela,Buenos Aires
1888,VILLA SAN LUIS,Fcio. Varela,Buenos Aires
1888,VILLA SAN ROQUE,Fcio. Varela,Buenos Aires
1888,VILLA SANTA ROSA,Fcio. Varela,Buenos Aires
1888,VILLA SUSANA,Fcio. Varela,Buenos Aires
1888,VILLA VATTEONE,Fcio. Varela,Buenos Aires
7607,BARRIO OESTE,Gral. Alvarado,Buenos Aires
7607,BARRIO PARQUE BRISTOL,Gral. Alvarado,Buenos Aires
7603,COMANDANTE NICANOR OTAMENDI,Gral. Alvarado,Buenos Aires
7603,DIONISIA,Gral. Alvarado,Buenos Aires
7607,EL CENTINELA,Gral. Alvarado,Buenos Aires
7607,EL PITO (MIRAMAR-PDO. GRAL. ALVARADO),Gral. Alvarado,Buenos Aires
7607,GENERAL ALVARADO,Gral. Alvarado,Buenos Aires
7603,LA BALLENERA,Gral. Alvarado,Buenos Aires
7603,LA COLMENA,Gral. Alvarado,Buenos Aires
7603,LA ELMA,Gral. Alvarado,Buenos Aires
7603,LA LUCIA,Gral. Alvarado,Buenos Aires
7603,LA MADRECITA,Gral. Alvarado,Buenos Aires
7603,LA REFORMA (CMTE. NICANOR OTAMENDI-PDO. GRAL. ALVARADO),Gral. Alvarado,Buenos Aires
7603,LAS LOMAS,Gral. Alvarado,Buenos Aires
7605,LAS PIEDRITAS (MECHONGUE-PDO. GRAL. ALVARADO),Gral. Alvarado,Buenos Aires
7603,LOS PATOS,Gral. Alvarado,Buenos Aires
7607,MAR DEL SUD,Gral. Alvarado,Buenos Aires
7605,MECHONGUE,Gral. Alvarado,Buenos Aires
7607,MIRAMAR (PDO. GRAL. ALVARADO),Gral. Alvarado,Buenos Aires
7607,PLA Y ROGNONI,Gral. Alvarado,Buenos Aires
7603,SAN CORNELIO,Gral. Alvarado,Buenos Aires
7603,SAN FELIPE,Gral. Alvarado,Buenos Aires
7607,SANTA IRENE,Gral. Alvarado,Buenos Aires
7607,VILLA COPACABANA,Gral. Alvarado,Buenos Aires
7605,YRAIZOZ,Gral. Alvarado,Buenos Aires
7263,EL CHUMBIAO,Gral. Alvear,Buenos Aires
7263,EL PARCHE,Gral. Alvear,Buenos Aires
7263,EMMA,Gral. Alvear,Buenos Aires
7263,GENERAL ALVEAR,Gral. Alvear,Buenos Aires
7263,HARAS R. DE LA PARVA,Gral. Alvear,Buenos Aires
7263,JOSE MARIA MICHEO,Gral. Alvear,Buenos Aires
7263,LA PAMPA,Gral. Alvear,Buenos Aires
7263,LOS CUATRO CAMINOS,Gral. Alvear,Buenos Aires
6550,SANTA ISABEL (BOLIVAR-PDO. GRAL. ALVEAR),Gral. Alvear,Buenos Aires
6005,ARENALES,Gral. Arenales,Buenos Aires
6007,ARRIBEÑOS,Gral. Arenales,Buenos Aires
6003,ASCENSION,Gral. Arenales,Buenos Aires
6007,COLONIA LOS HORNOS,Gral. Arenales,Buenos Aires
6007,DELGADO,Gral. Arenales,Buenos Aires
6031,DESVIO EL CHINGOLO,Gral. Arenales,Buenos Aires
6003,ESCUELA AGRICOLA SALESIANA (C. G. UNZUE),Gral. Arenales,Buenos Aires
6003,ESTACION ASCENSION,Gral. Arenales,Buenos Aires
6005,ESTACION GENERAL ARENALES,Gral. Arenales,Buenos Aires
6003,FERRE,Gral. Arenales,Buenos Aires
6005,GENERAL ARENALES,Gral. Arenales,Buenos Aires
6005,HAM,Gral. Arenales,Buenos Aires
6031,KILOMETRO 95 (DESVIO EL CHINGOLO-PDO. GRAL. ARENALES),Gral. Arenales,Buenos Aires
6003,LA ANGELITA,Gral. Arenales,Buenos Aires
6005,LA HUAYQUERIA,Gral. Arenales,Buenos Aires
6007,LA PINTA,Gral. Arenales,Buenos Aires
6003,LA TRINIDAD,Gral. Arenales,Buenos Aires
7223,BONNEMENT (APEADERO FCGR),Gral. Belgrano,Buenos Aires
7223,CHAS,Gral. Belgrano,Buenos Aires
7223,EL SIASGO,Gral. Belgrano,Buenos Aires
7223,GENERAL BELGRANO,Gral. Belgrano,Buenos Aires
7226,GORCHS,Gral. Belgrano,Buenos Aires
7223,HARAS CHACABUCO,Gral. Belgrano,Buenos Aires
7223,IBAÑEZ,Gral. Belgrano,Buenos Aires
7226,KILOMETRO 146 (APEADERO FCGR),Gral. Belgrano,Buenos Aires
7223,LA CHUMBEADA (PDO. GRAL. BELGRANO),Gral. Belgrano,Buenos Aires
7223,LA ESPERANZA (GRAL. BELGRANO-PDO. GRAL. BELGRANO),Gral. Belgrano,Buenos Aires
7223,LA VERDE (GRAL. BELGRANO-PDO. GRAL. BELGRANO),Gral. Belgrano,Buenos Aires
7223,NEWTON,Gral. Belgrano,Buenos Aires
7118,GENERAL GUIDO,Gral. Guido,Buenos Aires
7161,LABARDEN,Gral. Guido,Buenos Aires
2801,ALTO VERDE,Zarate,Buenos Aires
2800,ARROYO ÑACURUTU,Zarate,Buenos Aires
2800,ARROYO BOTIJA FALSA,Zarate,Buenos Aires
1647,ARROYO EL TORO,Zarate,Buenos Aires
2800,ARROYO NEGRO (ZARATE-PDO. ZARATE),Zarate,Buenos Aires
1647,ARROYO SARANDI,Zarate,Buenos Aires
1647,ARROYO TOLEDITO,Zarate,Buenos Aires
2808,ATUCHA,Zarate,Buenos Aires
2800,BARRIO SAN JACINTO,Zarate,Buenos Aires
2800,CANAL MARTIN IRIGOYEN,Zarate,Buenos Aires
2801,EL TATU,Zarate,Buenos Aires
2801,ESCALADA,Zarate,Buenos Aires
2806,FRIGORIFICO LAS PALMAS,Zarate,Buenos Aires
2802,INGENIERO ROMULO OTAMENDI,Zarate,Buenos Aires
2806,LAS PALMAS (ESTACION FCGM),Zarate,Buenos Aires
2806,LIMA,Zarate,Buenos Aires
2802,OTAMENDI,Zarate,Buenos Aires
2802,RIO LUJAN (PDO. CAMPANA),Zarate,Buenos Aires
1647,RIO PARANA GUAZU,Zarate,Buenos Aires
2800,VILLA ANGUS,Zarate,Buenos Aires
2800,VILLA FOX,Zarate,Buenos Aires
2800,VILLA MASSONI,Zarate,Buenos Aires
2800,ZARATE,Zarate,Buenos Aires
7163,BARRIO SAN MARTIN (PDO. GENERAL MADARIAGA),Gral. Madariaga,Buenos Aires
7163,CLAVERIE,Gral. Madariaga,Buenos Aires
7163,EL CHAJA,Gral. Madariaga,Buenos Aires
7163,ESPADAÑA,Gral. Madariaga,Buenos Aires
7163,GENERAL MADARIAGA,Gral. Madariaga,Buenos Aires
7163,GOÑI,Gral. Madariaga,Buenos Aires
7163,GOBOS,Gral. Madariaga,Buenos Aires
7163,GOROSO,Gral. Madariaga,Buenos Aires
7163,HINOJALES,Gral. Madariaga,Buenos Aires
7163,INVERNADAS,Gral. Madariaga,Buenos Aires
7163,ISONDU,Gral. Madariaga,Buenos Aires
7169,JUANCHO,Gral. Madariaga,Buenos Aires
7163,LA ESPERANZA (GRAL. MADARIAGA-PDO. GRAL. J. MADARIAGA),Gral. Madariaga,Buenos Aires
7163,MACEDO,Gral. Madariaga,Buenos Aires
7163,MEDALAND,Gral. Madariaga,Buenos Aires
7163,PASOS,Gral. Madariaga,Buenos Aires
7163,SPERONI,Gral. Madariaga,Buenos Aires
7163,TIO DOMINGO,Gral. Madariaga,Buenos Aires
7406,ALDECON,Gral. Lamadrid,Buenos Aires
7406,CHALA QUILCA,Gral. Lamadrid,Buenos Aires
7406,GENERAL LA MADRID,Gral. Lamadrid,Buenos Aires
7408,LA COLINA,Gral. Lamadrid,Buenos Aires
7406,LAS MARTINETAS,Gral. Lamadrid,Buenos Aires
7407,LIBANO,Gral. Lamadrid,Buenos Aires
7412,PARAGUIL,Gral. Lamadrid,Buenos Aires
7406,SANTA CLEMENTINA,Gral. Lamadrid,Buenos Aires
7412,VOLUNTAD,Gral. Lamadrid,Buenos Aires
1741,ENRIQUE FYNN,Gral. Las Heras,Buenos Aires
1741,GENERAL HORNOS,Gral. Las Heras,Buenos Aires
1741,GENERAL LAS HERAS,Gral. Las Heras,Buenos Aires
1739,HORNOS,Gral. Las Heras,Buenos Aires
1737,KILOMETRO 77 (LA CHOZA-PDO. GRAL. LAS HERAS),Gral. Las Heras,Buenos Aires
1741,KILOMETRO 79 (APEADERO FCGB),Gral. Las Heras,Buenos Aires
1737,LA CHOZA,Gral. Las Heras,Buenos Aires
1741,LAS HERAS,Gral. Las Heras,Buenos Aires
1741,LOZANO,Gral. Las Heras,Buenos Aires
1739,PARADA KILOMETRO 76,Gral. Las Heras,Buenos Aires
1741,PLOMER,Gral. Las Heras,Buenos Aires
1741,SPERATTI,Gral. Las Heras,Buenos Aires
1731,VILLARS,Gral. Las Heras,Buenos Aires
7103,FARO SAN ANTONIO,Gral. Lavalle,Buenos Aires
7103,GENERAL LAVALLE,Gral. Lavalle,Buenos Aires
1987,ALEGRE,Gral. Paz,Buenos Aires
1987,CANCHA DEL POLLO,Gral. Paz,Buenos Aires
7225,CASALINS,Gral. Paz,Buenos Aires
"1987,CUARTEL 11"",Gral. Paz,Buenos Aires"
1987,ESPARTILLAR (GRAL. PAZ-PDO. GRAL. PAZ),Gral. Paz,Buenos Aires
7225,ESTANCIA VIEJA,Gral. Paz,Buenos Aires
1987,GENERAL PAZ,Gral. Paz,Buenos Aires
1981,KILOMETRO 70 (APEADERO FCGB),Gral. Paz,Buenos Aires
1981,KILOMETRO 77 (APEADERO FCGB) (LOMA VERDE-PDO. GRAL. PAZ),Gral. Paz,Buenos Aires
7225,LA VICTORIA (PDO. PILA),Gral. Paz,Buenos Aires
1981,LOMA VERDE (PDO. GRAL. PAZ),Gral. Paz,Buenos Aires
1981,LOS MARINO,Gral. Paz,Buenos Aires
7225,PUENTE EL OCHENTA,Gral. Paz,Buenos Aires
1987,RANCHOS,Gral. Paz,Buenos Aires
7225,REAL AUDIENCIA,Gral. Paz,Buenos Aires
7225,RINCON DE VIVOT,Gral. Paz,Buenos Aires
7225,VILLANUEVA,Gral. Paz,Buenos Aires
6062,CORONEL GRANADA,Gral. Pinto,Buenos Aires
6042,DOS HERMANOS,Gral. Pinto,Buenos Aires
6050,DUSSAUD,Gral. Pinto,Buenos Aires
6053,EL PEREGRINO,Gral. Pinto,Buenos Aires
6050,GENERAL PINTO,Gral. Pinto,Buenos Aires
6053,GERMANIA,Gral. Pinto,Buenos Aires
6053,GUNTHER,Gral. Pinto,Buenos Aires
6050,HARAS EL 14,Gral. Pinto,Buenos Aires
6051,INGENIERO BALBIN,Gral. Pinto,Buenos Aires
6042,IRIARTE,Gral. Pinto,Buenos Aires
6062,LOS CALLEJONES (ESTACION FCGM),Gral. Pinto,Buenos Aires
6053,MAYOR JOSE ORELLANO,Gral. Pinto,Buenos Aires
6058,PAZOS KANKI,Gral. Pinto,Buenos Aires
6053,TRIGALES,Gral. Pinto,Buenos Aires
6058,VILLA FRANCIA (CNEL. GRANADA-PDO. GRAL. PINTO),Gral. Pinto,Buenos Aires
7600,BARRIO 9 DE JULIO (MAR DEL PLATA-PDO. GRAL. PUEYRREDON),Gral. Pueyrredon,Buenos Aires
7600,BARRIO ALFAR,Gral. Pueyrredon,Buenos Aires
7601,BARRIO BATAN,Gral. Pueyrredon,Buenos Aires
7600,BARRIO BOSQUE ALEGRE,Gral. Pueyrredon,Buenos Aires
7600,BARRIO CONSTITUCION,Gral. Pueyrredon,Buenos Aires
7600,BARRIO DON BOSCO,Gral. Pueyrredon,Buenos Aires
7600,BARRIO EL GAUCHO (MAR DEL PLATA-PDO. GENERAL PUEYRREDON),Gral. Pueyrredon,Buenos Aires
7600,BARRIO EMIR RAMON JUAREZ,Gral. Pueyrredon,Buenos Aires
7600,BARRIO FARO NORTE,Gral. Pueyrredon,Buenos Aires
7600,BARRIO FLORENTINO AMEGHINO,Gral. Pueyrredon,Buenos Aires
7600,BARRIO GASTRONOMICO,Gral. Pueyrredon,Buenos Aires
7600,BARRIO GENERAL ROCA,Gral. Pueyrredon,Buenos Aires
7600,BARRIO JOSE MANUEL ESTRADA,Gral. Pueyrredon,Buenos Aires
7600,BARRIO JUAN GREGORIO DE LAS HERAS,Gral. Pueyrredon,Buenos Aires
7600,BARRIO JURAMENTO,Gral. Pueyrredon,Buenos Aires
7600,BARRIO LOS ANDES,Gral. Pueyrredon,Buenos Aires
