codigo_postal,localidad,partido,provincia
7600,BARRIO PARQUE CAMET,Gral. Pueyrredon,Buenos Aires
7600,BARRIO PARQUE LA FLORIDA,Gral. Pueyrredon,Buenos Aires
7600,BARRIO PARQUE LURO,Gral. Pueyrredon,Buenos Aires
7600,BARRIO PINARES,Gral. Pueyrredon,Buenos Aires
7600,BARRIO PRIMERA JUNTA,Gral. Pueyrredon,Buenos Aires
7601,BARRIO SAN CARLOS (LA PEREGRINA-PDO. GRAL PUEYRREDON),Gral. Pueyrredon,Buenos Aires
7600,BARRIO SAN CAYETANO (MAR DEL PLATA-PDO. GRAL. PUEYRREDON),Gral. Pueyrredon,Buenos Aires
7600,BARRIO SAN JOSE (MAR DEL PLATA-PDO. GRAL. PUEYRREDON),Gral. Pueyrredon,Buenos Aires
7600,BARRIO SAN JUAN (MAR DEL PLATA-PDO. GRAL. PUEYRREDON),Gral. Pueyrredon,Buenos Aires
7600,BARRIO TIERRA DE ORO,Gral. Pueyrredon,Buenos Aires
7600,BARRIO TIRO FEDERAL (MAR DEL PLATA-PDO. GRAL. PUEYRREDON),Gral. Pueyrredon,Buenos Aires
7600,BASE NAVAL MAR DEL PLATA,Gral. Pueyrredon,Buenos Aires
7612,CAMET,Gral. Pueyrredon,Buenos Aires
7613,CAMPAMENTO,Gral. Pueyrredon,Buenos Aires
7605,CHAPADMALAL,Gral. Pueyrredon,Buenos Aires
7609,COLONIA DE VACACIONES CHAPADMALAL,Gral. Pueyrredon,Buenos Aires
7601,EL BOQUERON,Gral. Pueyrredon,Buenos Aires
7600,EL MARTILLO,Gral. Pueyrredon,Buenos Aires
7600,EL SOLDADO,Gral. Pueyrredon,Buenos Aires
7605,HARAS CHAPADMALAL,Gral. Pueyrredon,Buenos Aires
7601,LA PEREGRINA,Gral. Pueyrredon,Buenos Aires
7601,LAGUNA DE LOS PADRES,Gral. Pueyrredon,Buenos Aires
7600,LAGUNA DEL SOLDADO,Gral. Pueyrredon,Buenos Aires
7609,LOS ACANTILADOS,Gral. Pueyrredon,Buenos Aires
7601,LOS ORTIZ,Gral. Pueyrredon,Buenos Aires
7600,MAR DEL PLATA,Gral. Pueyrredon,Buenos Aires
7613,NAHUEL RUCA,Gral. Pueyrredon,Buenos Aires
7609,PLAYA CHAPADMALAL,Gral. Pueyrredon,Buenos Aires
7609,PLAYA SERENA,Gral. Pueyrredon,Buenos Aires
7600,PUEBLO PERALTA RAMOS OESTE,Gral. Pueyrredon,Buenos Aires
7601,SAN JOSE DE OTAMENDI,Gral. Pueyrredon,Buenos Aires
7613,SAN VALENTIN,Gral. Pueyrredon,Buenos Aires
7605,SANTA ISABEL (CHAPADMALAL-PDO. GRAL. PUEYRREDON),Gral. Pueyrredon,Buenos Aires
7601,SIERRA DE LOS PADRES,Gral. Pueyrredon,Buenos Aires
1748,EL GRANADERO,Gral. Rodriguez,Buenos Aires
1748,GENERAL RODRIGUEZ,Gral. Rodriguez,Buenos Aires
1748,HOSPITAL VICENTE LOPEZ Y PLANES,Gral. Rodriguez,Buenos Aires
1748,LA FRATERNIDAD,Gral. Rodriguez,Buenos Aires
1748,LAS MALVINAS (PARADA FCDFS),Gral. Rodriguez,Buenos Aires
1748,PUEBLO NUEVO (GRAL. RODRIGUEZ-PDO. GRAL. RODRIGUEZ),Gral. Rodriguez,Buenos Aires
1655,BARRIO LIBERTADOR,San Martin,Buenos Aires
1650,BARRIO PARA JEFES Y OFICIALES GENERAL SAN MARTIN,San Martin,Buenos Aires
1651,BARRIO SAN IGNACIO DE LOYOLA,San Martin,Buenos Aires
1650,CIUDAD DEL LIBERTADOR GRAL. SAN MARTIN,San Martin,Buenos Aires
1672,CORONEL FRANCISCO LYNCH,San Martin,Buenos Aires
1655,JOSE LEON SUAREZ,San Martin,Buenos Aires
1650,MIGUELETE (PARADA FCGM),San Martin,Buenos Aires
1651,SAN ANDRES,San Martin,Buenos Aires
1650,SAN MARTIN,San Martin,Buenos Aires
1653,VILLA BALLESTER,San Martin,Buenos Aires
1650,VILLA BILLINGHURST,San Martin,Buenos Aires
1651,VILLA CONCEPCION,San Martin,Buenos Aires
1655,VILLA HIDALGO,San Martin,Buenos Aires
1655,VILLA JOSE LEON SUAREZ,San Martin,Buenos Aires
1655,VILLA LANZONI,San Martin,Buenos Aires
1672,VILLA LYNCH (PDO. GRAL. SAN MARTIN),San Martin,Buenos Aires
1650,VILLA MAIPU,San Martin,Buenos Aires
1651,VILLA SAN ANDRES,San Martin,Buenos Aires
1651,VILLA ZAGALA,San Martin,Buenos Aires
6013,BAIGORRITA,Gral. Viamonte,Buenos Aires
6015,CAMPO COLIQUEO,Gral. Viamonte,Buenos Aires
6015,CAMPO LA TRIBU,Gral. Viamonte,Buenos Aires
6017,CHANCAY,Gral. Viamonte,Buenos Aires
6018,COLONIA LOS BOSQUES,Gral. Viamonte,Buenos Aires
6018,COLONIA LOS HUESOS,Gral. Viamonte,Buenos Aires
6017,COLONIA SAN FRANCISCO (SAN EMILIO-PDO. GRAL. VIAMONTE),Gral. Viamonte,Buenos Aires
6017,EL RETIRO (SAN EMILIO-PDO. GRAL. VIAMONTE),Gral. Viamonte,Buenos Aires
6015,GENERAL VIAMONTE,Gral. Viamonte,Buenos Aires
6017,KILOMETRO 282 (APEADERO FCDFS),Gral. Viamonte,Buenos Aires
6017,LA DELFINA,Gral. Viamonte,Buenos Aires
6018,LOS BOSQUES,Gral. Viamonte,Buenos Aires
6015,LOS HUESOS,Gral. Viamonte,Buenos Aires
6015,LOS TOLDOS,Gral. Viamonte,Buenos Aires
6018,QUIRNO COSTA,Gral. Viamonte,Buenos Aires
6017,SAN EMILIO (PDO. GRAL. VIAMONTE),Gral. Viamonte,Buenos Aires
6017,SAN ROQUE,Gral. Viamonte,Buenos Aires
6018,ZAVALIA,Gral. Viamonte,Buenos Aires
6244,BANDERALO,Gral. Villegas,Buenos Aires
6105,CAÑADA SECA,Gral. Villegas,Buenos Aires
6223,CORONEL CHARLONE,Gral. Villegas,Buenos Aires
6230,DRABBLE,Gral. Villegas,Buenos Aires
6241,ELDIA,Gral. Villegas,Buenos Aires
6242,ELORDI,Gral. Villegas,Buenos Aires
6241,EMILIO V. BUNGE,Gral. Villegas,Buenos Aires
6223,FERNANDO MARTI,Gral. Villegas,Buenos Aires
6230,GENERAL VILLEGAS,Gral. Villegas,Buenos Aires
6241,GONDRA,Gral. Villegas,Buenos Aires
6242,LOS CALDENES,Gral. Villegas,Buenos Aires
6230,LOS LAURELES (ESTACION FCGB),Gral. Villegas,Buenos Aires
6230,MOORE,Gral. Villegas,Buenos Aires
6051,PICHINCHA,Gral. Villegas,Buenos Aires
6241,PIEDRITAS,Gral. Villegas,Buenos Aires
6241,SANTA ELEODORA,Gral. Villegas,Buenos Aires
6105,SANTA REGINA,Gral. Villegas,Buenos Aires
6101,VILLA SABOYA,Gral. Villegas,Buenos Aires
6235,VILLA SAUZE,Gral. Villegas,Buenos Aires
7513,ADOLFO GONZALES CHAVES,Gonzalez Chavez,Buenos Aires
7513,ALZAGA,Gonzalez Chavez,Buenos Aires
7519,BARROW,Gonzalez Chavez,Buenos Aires
7515,DE LA GARMA,Gonzalez Chavez,Buenos Aires
7513,EL LUCERO,Gonzalez Chavez,Buenos Aires
7513,GONZALES CHAVES,Gonzalez Chavez,Buenos Aires
7517,JUAN E. BARRA,Gonzalez Chavez,Buenos Aires
7517,MARIANO ROLDAN,Gonzalez Chavez,Buenos Aires
7515,PEDRO P. LASSALLE,Gonzalez Chavez,Buenos Aires
7517,PIERINI,Gonzalez Chavez,Buenos Aires
7519,VAZQUEZ,Gonzalez Chavez,Buenos Aires
6435,ALAMOS,Guamini,Buenos Aires
6437,ARROYO EL CHINGOLO,Guamini,Buenos Aires
6437,ARROYO VENADO,Guamini,Buenos Aires
6439,BONIFACIO,Guamini,Buenos Aires
6411,BRAVO DEL DOS,Guamini,Buenos Aires
6417,CASBAS,Guamini,Buenos Aires
6417,CASEY,Guamini,Buenos Aires
6437,COLONIA SAN RAMON,Guamini,Buenos Aires
6435,EL NILO,Guamini,Buenos Aires
6437,EL TREBAÑON,Guamini,Buenos Aires
6417,FORTIN PAUNERO,Guamini,Buenos Aires
6411,GARRE,Guamini,Buenos Aires
6435,GUAMINI,Guamini,Buenos Aires
6437,LA GREGORIA,Guamini,Buenos Aires
6437,LA HERMINIA,Guamini,Buenos Aires
6439,LAGUNA ALSINA,Guamini,Buenos Aires
6435,LAGUNA DEL MONTE,Guamini,Buenos Aires
6437,LAS CUATRO HERMANAS,Guamini,Buenos Aires
6437,LAS TRES FLORES,Guamini,Buenos Aires
6411,PAPIN,Guamini,Buenos Aires
6417,SAN FERMIN,Guamini,Buenos Aires
6437,SANTA RITA (ALAMOS-PDO. GUAMINI),Guamini,Buenos Aires
6417,SATURNO,Guamini,Buenos Aires
6411,VICTORINO DE LA PLAZA,Guamini,Buenos Aires
6435,VUELTA DE ZAPATA,Guamini,Buenos Aires
7005,AZUCENA,Benito Juarez,Buenos Aires
7005,BARKER,Benito Juarez,Buenos Aires
7020,BENITO JUAREZ,Benito Juarez,Buenos Aires
7020,CAMINERA JUAREZ,Benito Juarez,Buenos Aires
7020,CHAPAR,Benito Juarez,Buenos Aires
7020,CORONEL RODOLFO BUNGE,Benito Juarez,Buenos Aires
7313,EL LUCHADOR,Benito Juarez,Buenos Aires
7020,ESTANCIA CHAPAR,Benito Juarez,Buenos Aires
7020,HARAS EL CISNE,Benito Juarez,Buenos Aires
7005,KILOMETRO 404,Benito Juarez,Buenos Aires
7005,LA AZUCENA,Benito Juarez,Buenos Aires
7313,LA NUTRIA,Benito Juarez,Buenos Aires
7021,LOPEZ,Benito Juarez,Buenos Aires
7313,RICARDO GAVIÑA,Benito Juarez,Buenos Aires
7021,TEDIN URIBURU,Benito Juarez,Buenos Aires
7005,VILLA CACIQUE,Benito Juarez,Buenos Aires
6001,AGUSTIN ROCA,Junin,Buenos Aires
6001,AGUSTINA,Junin,Buenos Aires
6000,BARRIO CAROSIO,Junin,Buenos Aires
6000,BARRIO GENERAL SAN MARTIN,Junin,Buenos Aires
6000,BARRIO U.O.C.R.A.,Junin,Buenos Aires
6000,BARRIO VILLA ORTEGA,Junin,Buenos Aires
6001,FORTIN TIBURCIO,Junin,Buenos Aires
6000,JUNIN,Junin,Buenos Aires
6022,LA ORIENTAL,Junin,Buenos Aires
6001,LAGUNA DE GOMEZ,Junin,Buenos Aires
6013,LAPLACETTE,Junin,Buenos Aires
6022,LAS PARVAS,Junin,Buenos Aires
6013,MORSE,Junin,Buenos Aires
6000,PUEBLO NUEVO (JUNIN-PDO. JUNIN),Junin,Buenos Aires
6022,SAFORCADA,Junin,Buenos Aires
6000,VILLA BELGRANO (JUNIN-PDO. JUNIN),Junin,Buenos Aires
6000,VILLA MAYOR,Junin,Buenos Aires
6000,VILLA ORTEGA,Junin,Buenos Aires
6000,VILLA PENOTTI,Junin,Buenos Aires
6000,VILLA TALLERES,Junin,Buenos Aires
6000,VILLA TRIANGULO,Junin,Buenos Aires
6000,VILLA YORK,Junin,Buenos Aires
1903,ABASTO,La Plata,Buenos Aires
1901,ADOLFO F. ORMA (APEADERO FCGB),La Plata,Buenos Aires
1901,ANGEL ETCHEVERRY,La Plata,Buenos Aires
1909,ARANA,La Plata,Buenos Aires
1895,ARTURO SEGUI,La Plata,Buenos Aires
1894,BARRIO LA PERLA,La Plata,Buenos Aires
1903,BUCHANAN,La Plata,Buenos Aires
1896,CAMINO CENTENARIO KM. 11,500,La Plata,Buenos Aires
1900,CIRCUNVALACION,La Plata,Buenos Aires
1896,CITY BELL,La Plata,Buenos Aires
1901,DALMIRO SAENZ (APEADERO FCGB),La Plata,Buenos Aires
1894,DOCTOR RICARDO LEVENE,La Plata,Buenos Aires
1907,EL CARMEN (PDO. LA PLATA),La Plata,Buenos Aires
1894,EL PELIGRO,La Plata,Buenos Aires
1907,EL PESCADO,La Plata,Buenos Aires
1907,EL PINO,La Plata,Buenos Aires
1901,EL RETIRO-LA PLATA,La Plata,Buenos Aires
1896,ENRIQUE BELL,La Plata,Buenos Aires
1901,ESQUINA NEGRA,La Plata,Buenos Aires
1901,GOBERNADOR EDUARDO ARANA (APEADERO FCGB),La Plata,Buenos Aires
1901,GOBERNADOR LUIS GARCIA (APEADERO FCGB),La Plata,Buenos Aires
1909,IGNACIO CORREAS,La Plata,Buenos Aires
1901,INGENIERO ANDRES VILLANUEVA ( APEADERO FCGB),La Plata,Buenos Aires
1901,INGENIERO RODOLFO MORENO (APEAD. FCGB),La Plata,Buenos Aires
1903,INSTITUTO AGUSTIN R. GAMBIER,La Plata,Buenos Aires
1601,ISLA MARTIN GARCIA,La Plata,Buenos Aires
1896,JOAQUIN GORINA,La Plata,Buenos Aires
1903,JOSE HERNANDEZ,La Plata,Buenos Aires
1903,KILOMETRO 66 (APEADERO FCGR),La Plata,Buenos Aires
1905,KILOMETRO 82 (APEADERO FCGR) (POBLET-PDO. LA PLATA),La Plata,Buenos Aires
1901,LA GRANJA,La Plata,Buenos Aires
1901,LA JOSEFA,La Plata,Buenos Aires
1907,LA NUEVA HERMOSURA,La Plata,Buenos Aires
1900,LA PLATA,La Plata,Buenos Aires
1903,LAS CHACRAS (MELCHOR ROMERO-PDO. LA PLATA),La Plata,Buenos Aires
1901,LAS QUINTAS (PDO. LA PLATA),La Plata,Buenos Aires
1901,LISANDRO OLMOS,La Plata,Buenos Aires
1895,LOS EUCALIPTOS,La Plata,Buenos Aires
1900,LOS HORNOS,La Plata,Buenos Aires
1897,MANUEL B. GONNET,La Plata,Buenos Aires
1903,MELCHOR ROMERO,La Plata,Buenos Aires
1907,NUEVA HERMOSURA,La Plata,Buenos Aires
1903,PARAJE 19 DE NOVIEMBRE,La Plata,Buenos Aires
1903,PARAJE EL PELIGROSO,La Plata,Buenos Aires
1894,PEREYRA (PDO. BERAZATEGUI),La Plata,Buenos Aires
1905,POBLET,La Plata,Buenos Aires
1896,RECREO VENECIA,La Plata,Buenos Aires
1901,RINGUELET,La Plata,Buenos Aires
1907,RUTA 11 KILOMETRO 23,La Plata,Buenos Aires
1903,RUTA 2 KILOMETRO 46 AL 55,900,La Plata,Buenos Aires
1901,RUTA 2 KILOMETRO 56 AL 64,La Plata,Buenos Aires
1903,SAN PONCIANO,La Plata,Buenos Aires
1900,SARRAT (PARADA),La Plata,Buenos Aires
1900,TOLOSA,La Plata,Buenos Aires
1906,TOLOSA,La Plata,Buenos Aires
1894,VILLA ELISA,La Plata,Buenos Aires
1907,VILLA GARIBALDI,La Plata,Buenos Aires
7404,FORTIN LAVALLE,Laprida,Buenos Aires
7414,LAPRIDA,Laprida,Buenos Aires
7414,LAS HERMANAS,Laprida,Buenos Aires
7404,MUÑOZ,Laprida,Buenos Aires
7404,ROCHA,Laprida,Buenos Aires
7404,SAN JORGE,Laprida,Buenos Aires
7414,SANTA ELENA (PDO. LAPRIDA),Laprida,Buenos Aires
1617,ALTO DEL TALAR,Tigre,Buenos Aires
1611,BARRIO BAIRES,Tigre,Buenos Aires
1611,BARRIO DOCTOR RICARDO GUTIERREZ,Tigre,Buenos Aires
1617,BARRIO EL BOYERO,Tigre,Buenos Aires
1617,BARRIO EL EMBRUJO,Tigre,Buenos Aires
1617,BARRIO EL PEREJIL,Tigre,Buenos Aires
1617,BARRIO EL ZORZAL,Tigre,Buenos Aires
1617,BARRIO ENRIQUE DELFINO,Tigre,Buenos Aires
1617,BARRIO FERRINI,Tigre,Buenos Aires
1617,BARRIO LOS TRONCOS DEL TALAR,Tigre,Buenos Aires
1617,BARRIO RESIDENCIAL ESTANCIA GENERAL PACHECO,Tigre,Buenos Aires
1617,BARRIO RICARDO ROJAS (GENERAL PACHECO-PDO. TIGRE),Tigre,Buenos Aires
1617,BARRIO RODRIGUEZ,Tigre,Buenos Aires
1617,BARRIO TRONCOS DEL TALAR,Tigre,Buenos Aires
1621,BENAVIDEZ,Tigre,Buenos Aires
1617,DOCTOR RICARDO ROJAS,Tigre,Buenos Aires
1611,DON TORCUATO,Tigre,Buenos Aires
1618,EL TALAR,Tigre,Buenos Aires
1617,GENERAL PACHECO,Tigre,Buenos Aires
1611,KILOMETRO 26,Tigre,Buenos Aires
1617,KILOMETRO 31 (APEADERO FCGM),Tigre,Buenos Aires
1617,LOPEZ CAMELO,Tigre,Buenos Aires
1670,NORDELTA,Tigre,Buenos Aires
1648,NUEVO PUERTO TIGRE,Tigre,Buenos Aires
1617,PARQUE SAN LORENZO,Tigre,Buenos Aires
1611,SOLANA DEL MONTE,Tigre,Buenos Aires
1648,TIGRE,Tigre,Buenos Aires
1611,VICEALMIRANTE E. MONTES,Tigre,Buenos Aires
1648,VILLA LA ÑATA,Tigre,Buenos Aires
1617,VILLA LAS TUNAS,Tigre,Buenos Aires
7200,CORONEL BOERR,Las Flores,Buenos Aires
7212,DOCTOR DOMINGO HAROSTEGUY,Las Flores,Buenos Aires
7200,EL GUALICHO,Las Flores,Buenos Aires
7207,EL TRIGO,Las Flores,Buenos Aires
7207,ESTRUGAMOU,Las Flores,Buenos Aires
7205,LA ESPERANZA (ROSAS-PDO. LAS FLORES),Las Flores,Buenos Aires
7212,LA ISABEL,Las Flores,Buenos Aires
7207,LA PORTEÑA (EL TRIGO-PDO. LAS FLORES),Las Flores,Buenos Aires
7200,LAS FLORES,Las Flores,Buenos Aires
7212,PARDO,Las Flores,Buenos Aires
7205,ROSAS,Las Flores,Buenos Aires
7212,SANTA ROSA DE MINELLONO,Las Flores,Buenos Aires
7208,VILELA,Las Flores,Buenos Aires
6034,ALBERDI,L. N. Alem,Buenos Aires
6032,BLANDENGUES,L. N. Alem,Buenos Aires
6034,COLONIA ALBERDI,L. N. Alem,Buenos Aires
6031,DE BRUYN,L. N. Alem,Buenos Aires
6030,EDMUNDO B. PERKINS (ESTACION FCGSM),L. N. Alem,Buenos Aires
6031,EL DORADO,L. N. Alem,Buenos Aires
6031,FORTIN ACHA,L. N. Alem,Buenos Aires
6034,JUAN BAUTISTA ALBERDI,L. N. Alem,Buenos Aires
6032,LEANDRO N. ALEM,L. N. Alem,Buenos Aires
6030,SAUZALES,L. N. Alem,Buenos Aires
6030,VEDIA,L. N. Alem,Buenos Aires
6075,ARENAZA,Lincoln,Buenos Aires
6070,BALSA,Lincoln,Buenos Aires
6070,BARRIO VILLA SESQUICENTENARIO,Lincoln,Buenos Aires
6078,BAYAUCA,Lincoln,Buenos Aires
6071,BERMUDEZ,Lincoln,Buenos Aires
6453,CARLOS SALAS,Lincoln,Buenos Aires
6533,CORONEL MARTINEZ DE HOZ,Lincoln,Buenos Aires
6073,EL TRIUNFO,Lincoln,Buenos Aires
6070,ESTACION LINCOLN,Lincoln,Buenos Aires
6073,FORTIN VIGILANCIA,Lincoln,Buenos Aires
6070,KILOMETRO 321 (APEADERO FCDFS),Lincoln,Buenos Aires
6533,KILOMETRO 322 (APEADERO FCDFS),Lincoln,Buenos Aires
6075,KILOMETRO 356 (APEADERO FCDFS),Lincoln,Buenos Aires
6453,LA PRADERA,Lincoln,Buenos Aires
6077,LA ZARATEÑA,Lincoln,Buenos Aires
6453,LAS TOSCAS,Lincoln,Buenos Aires
6070,LINCOLN,Lincoln,Buenos Aires
6075,LOS ALTOS,Lincoln,Buenos Aires
6533,MARTINEZ DE HOZ,Lincoln,Buenos Aires
6077,PASTEUR,Lincoln,Buenos Aires
6533,PUEBLO MARTINEZ DE HOZ,Lincoln,Buenos Aires
6075,ROBERTS,Lincoln,Buenos Aires
6071,SANTA MARIA,Lincoln,Buenos Aires
6071,TRIUNVIRATO,Lincoln,Buenos Aires
7623,CAMPO PELAEZ,Loberia,Buenos Aires
7639,COOPER,Loberia,Buenos Aires
7007,DOS NACIONES,Loberia,Buenos Aires
7007,EL CHEIQUE,Loberia,Buenos Aires
7635,EL LENGUARAZ,Loberia,Buenos Aires
7635,EL MORO,Loberia,Buenos Aires
7635,KILOMETRO 440,Loberia,Buenos Aires
7007,LA PALMA,Loberia,Buenos Aires
7623,LAS NUTRIAS,Loberia,Buenos Aires
7007,LICENCIADO MATIENZO,Loberia,Buenos Aires
7635,LOBERIA,Loberia,Buenos Aires
7635,LOS CERROS,Loberia,Buenos Aires
7639,LUMB,Loberia,Buenos Aires
7633,MAORI,Loberia,Buenos Aires
7633,PIERES,Loberia,Buenos Aires
7007,SAN MANUEL,Loberia,Buenos Aires
7633,TAMANGUEYU,Loberia,Buenos Aires
7243,ANTONIO CARBONI,Lobos,Buenos Aires
1735,EL DURAZNO,Lobos,Buenos Aires
7243,ELVIRA,Lobos,Buenos Aires
7249,EMPALME LOBOS,Lobos,Buenos Aires
7243,JOSE SANTOS AREVALO,Lobos,Buenos Aires
7240,KILOMETRO 112 (APEADERO FCGR),Lobos,Buenos Aires
7243,LA ADELAIDA,Lobos,Buenos Aires
7243,LA BLANQUEADA,Lobos,Buenos Aires
7241,LA PORTEÑA (PDO. LOBOS),Lobos,Buenos Aires
7240,LAGUNA DE LOBOS,Lobos,Buenos Aires
7241,LAS CHACRAS (PDO. LOBOS),Lobos,Buenos Aires
7240,LOBOS,Lobos,Buenos Aires
7241,SALVADOR MARIA,Lobos,Buenos Aires
7243,SANTA ALICIA,Lobos,Buenos Aires
7243,SANTA FELISA,Lobos,Buenos Aires
7243,SOL DE MAYO (PDO. NAVARRO),Lobos,Buenos Aires
7249,ZAPIOLA,Lobos,Buenos Aires
1828,BANFIELD,Lomas de Zamora,Buenos Aires
1836,BARRIO ALTO VERDE (LLAVALLOL-PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1836,BARRIO LOS PINOS (LLAVALLOL-PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1828,BARRIO MARIANO MORENO (BANFIELD-PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1832,BARRIO PARQUE BARON,Lomas de Zamora,Buenos Aires
1828,BARRIO PARQUE UNION Y FRATERNIDAD,Lomas de Zamora,Buenos Aires
1828,BARRIO PROVINCIAS UNIDAS,Lomas de Zamora,Buenos Aires
1834,BARRIO SAN CRISTOBAL,Lomas de Zamora,Buenos Aires
1834,BARRIO SAN FERNANDO,Lomas de Zamora,Buenos Aires
1835,BARRIO SAN JOSE (PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1834,BARRIO SAN JUAN (TEMPERLEY-PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1836,BARRIO SANTA CATALINA (LLAVALLOL-PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1834,BARRIO VILLA LA PAZ,Lomas de Zamora,Buenos Aires
1828,BARRIO VILLA MAIPU,Lomas de Zamora,Buenos Aires
1834,CABAÑA SPINDOLA,Lomas de Zamora,Buenos Aires
1831,FIORITO,Lomas de Zamora,Buenos Aires
1832,KILOMETRO 34 (APEADERO FCDFS) (SANTA MARTA-PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1836,LLAVALLOL,Lomas de Zamora,Buenos Aires
1832,LOMAS DE ZAMORA,Lomas de Zamora,Buenos Aires
1834,PARADA PASCO,Lomas de Zamora,Buenos Aires
1832,PARQUE MITRE,Lomas de Zamora,Buenos Aires
1834,PASCO (APEADERO FCGB),Lomas de Zamora,Buenos Aires
1836,SANTA CATALINA (ESTACION FCDFS) (LLAVALLOL-PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1834,TEMPERLEY,Lomas de Zamora,Buenos Aires
1834,TURDERA,Lomas de Zamora,Buenos Aires
1829,VILLA ALBERTINA,Lomas de Zamora,Buenos Aires
1832,VILLA BARRIO ARCA,Lomas de Zamora,Buenos Aires
1832,VILLA BARRIO LAPRIDA,Lomas de Zamora,Buenos Aires
1828,VILLA BENQUEZ,Lomas de Zamora,Buenos Aires
1828,VILLA ECONOMIA,Lomas de Zamora,Buenos Aires
1832,VILLA EL FARO,Lomas de Zamora,Buenos Aires
1828,VILLA ELVIRA,Lomas de Zamora,Buenos Aires
1828,VILLA GRAL. SAN MARTIN (BANFIELD-PDO. LOMAS DE ZAMORA),Lomas de Zamora,Buenos Aires
1836,VILLA HENZ,Lomas de Zamora,Buenos Aires
1834,VILLA LA PAZ,Lomas de Zamora,Buenos Aires
1773,VILLA MADRID,Lomas de Zamora,Buenos Aires
1834,VILLA RATTI,Lomas de Zamora,Buenos Aires
1828,VILLA RECREO,Lomas de Zamora,Buenos Aires
1773,VILLA RIACHUELO,Lomas de Zamora,Buenos Aires
1832,VILLA RITA,Lomas de Zamora,Buenos Aires
1834,VILLA SASTRE,Lomas de Zamora,Buenos Aires
1834,VILLA TURDERA,Lomas de Zamora,Buenos Aires
1773,VILLA URBANA,Lomas de Zamora,Buenos Aires
6703,ALASTUEY (APEADERO FCGU),Lujan,Buenos Aires
6700,BARRIO SANTA MARTA (LUJAN-PDO. LUJAN),Lujan,Buenos Aires
6700,CAÑADA DE ARIAS,Lujan,Buenos Aires
6700,CAMINERA LUJAN,Lujan,Buenos Aires
6701,CARLOS KEEN,Lujan,Buenos Aires
6708,COLONIA NACIONAL DE ALIENADOS,Lujan,Buenos Aires
6712,CORTINES,Lujan,Buenos Aires
6700,CUARTEL IV,Lujan,Buenos Aires
6708,DOCTOR DOMINGO CABRED,Lujan,Buenos Aires
6706,JAUREGUI,Lujan,Buenos Aires
6700,LA LOMA (LUJAN-PDO. LUJAN),Lujan,Buenos Aires
6700,LEZICA Y TORREZURI (APEADERO FCDFS),Lujan,Buenos Aires
6700,LUJAN,Lujan,Buenos Aires
6708,MARISCAL SUCRE,Lujan,Buenos Aires
6608,OLIVERA,Lujan,Buenos Aires
6708,OPEN DOOR,Lujan,Buenos Aires
6703,RUTA 8 KILOMETRO 77,Lujan,Buenos Aires
6700,SANTA ELENA (LUJAN-PDO. LUJAN),Lujan,Buenos Aires
6708,SUCRE,Lujan,Buenos Aires
6703,TORRES,Lujan,Buenos Aires
6706,VILLA FLANDRIA,Lujan,Buenos Aires
6706,VILLA FRANCIA (VILLA FLANDRIA-PDO. LUJAN),Lujan,Buenos Aires
1915,ARBUCO (DESVIO FCGR),Magdalena,Buenos Aires
1913,ATALAYA,Magdalena,Buenos Aires
1911,BARTOLOME BAVIO,Magdalena,Buenos Aires
1919,BASE AERONAVAL DE PUNTA INDIO,Magdalena,Buenos Aires
1913,CRISTINO BENAVIDEZ,Magdalena,Buenos Aires
1921,EL ROSARIO,Magdalena,Buenos Aires
1913,EMPALME MAGDALENA,Magdalena,Buenos Aires
1911,GENERAL MANSILLA,Magdalena,Buenos Aires
1911,JOSE FERRARI,Magdalena,Buenos Aires
1913,JULIO ARDITI,Magdalena,Buenos Aires
1911,KILOMETRO 92 (APEADERO FCGR),Magdalena,Buenos Aires
1921,LA PRIMAVERA (ALVAREZ JONTE-PDO. MAGDALENA),Magdalena,Buenos Aires
1921,LOS SANTOS VIEJOS,Magdalena,Buenos Aires
1913,MAGDALENA,Magdalena,Buenos Aires
1915,PARAJE STARACHE,Magdalena,Buenos Aires
1921,PIÑEIRO (DESVIO PARTICULAR FCGR),Magdalena,Buenos Aires
1921,RINCON DE NOARIO,Magdalena,Buenos Aires
1913,ROBERTO PAYRO,Magdalena,Buenos Aires
1915,VIEYTES,Magdalena,Buenos Aires
7119,CARI LARQUEA,Maipu,Buenos Aires
7172,COLONIA FERRARI,Maipu,Buenos Aires
7172,HOGAR MARIANO ORTIZ BASUALDO,Maipu,Buenos Aires
7119,LA AMORILLA,Maipu,Buenos Aires
7119,LA COLORADA (SANTO DOMINGO-PDO. MAIPU),Maipu,Buenos Aires
7172,LAS ARMAS,Maipu,Buenos Aires
7160,MAIPU,Maipu,Buenos Aires
7119,MONSALVO,Maipu,Buenos Aires
